index,speaker_actor_id,speaker_kind,text_normalized,lfl_file,room_id,script_id,object_id,verb_id,opcode,opcode_offset,message_offset
280,1,ego,"His eyes are on the girl in the corner, and his<CTRL1>book is upside down.",15.LFL,15,-1,196,-1,0xD8,30,32
281,1,ego,She looks pretty bored.  I can't say I blame her.,15.LFL,15,-1,199,-1,0xD8,44,46
282,1,ego,I don't think she would appreciate my attention.,15.LFL,15,-1,199,-1,0xD8,97,99
283,1,ego,Never leave home without it.,15.LFL,15,-1,202,-1,0xD8,31,33
284,1,ego,That's NOT what I carry a whip for.,15.LFL,15,-1,202,-1,0xD8,81,83
285,1,ego,It's full of water.,15.LFL,15,-1,203,-1,0xD8,78,80
286,1,ego,It's a cheap bottle of wine.  Why am I carrying this?,15.LFL,15,-1,203,-1,0xD8,112,114
287,1,ego,It's empty.,15.LFL,15,-1,203,-1,0xD8,171,173
288,1,ego,"It's a beautiful example of Purcellian design,<CTRL1>and it's full of water.",15.LFL,15,-1,204,-1,0xD8,45,47
289,1,ego,I don't want to disturb him.,15.LFL,15,-1,-1,-1,0xD8,1,3
290,1,ego,I don't want to disturb her.,15.LFL,15,-1,-1,-1,0xD8,1,3
291,1,ego,Mind if I take this?,15.LFL,15,-1,-1,-1,0xD8,3,5
292,10,direct_actor,Of course not.  It was a dreadful wine.,15.LFL,15,-1,-1,-1,0x14,36,39
293,10,direct_actor,Indeed I do!!  We're not done with our fine wine yet!,15.LFL,15,-1,-1,-1,0x14,94,97
294,1,ego,"Hmm^  1924, a very bad year.",15.LFL,15,-1,-1,-1,0xD8,10,12
295,10,direct_actor,I knew that!,15.LFL,15,-1,-1,-1,0x14,42,45
296,1,direct_actor,"Ah, Venice!",15.LFL,15,98,-1,-1,0x14,60,63
297,4,direct_actor,"How are we supposed to recognize our contact,<CTRL1>Dr. Schneider?",15.LFL,15,98,-1,-1,0x14,85,88
298,1,ego,Maybe he'll recognize us.,15.LFL,15,98,-1,-1,0xD8,151,153
299,3,direct_actor,Dr. Jones?,15.LFL,15,98,-1,-1,0x14,204,207
300,1,ego,Yes.,15.LFL,15,98,-1,-1,0xD8,222,224
301,3,direct_actor,I knew it was you.  You have your father's eyes.,15.LFL,15,98,-1,-1,0x14,230,233
302,1,ego,"And my mother's ears, but the rest belongs to you.",15.LFL,15,98,-1,-1,0xD8,283,285
303,3,direct_actor,Looks like the best parts have already been spoken for.,15.LFL,15,98,-1,-1,0x14,337,340
304,3,direct_actor,Marcus Brody?,15.LFL,15,98,-1,-1,0x14,400,403
305,4,direct_actor,That's right.,15.LFL,15,98,-1,-1,0x14,426,429
306,3,direct_actor,I'm Dr. Elsa Schneider.,15.LFL,15,98,-1,-1,0x14,444,447
307,1,direct_actor,oh^,15.LFL,15,98,-1,-1,0x14,472,475
308,1,direct_actor,So^ ah^ could you tell me about my father's disappearance?,15.LFL,15,98,-1,-1,0x14,472,475
309,3,direct_actor,Of course.  We were working in the library when it<CTRL1>happened.  I'll show you.,15.LFL,15,98,-1,-1,0x14,540,543
310,4,direct_actor,Why don't you two go ahead without me?,15.LFL,15,98,-1,-1,0x14,622,625
311,4,direct_actor,I think I'll take a nice relaxing gondola ride.,15.LFL,15,98,-1,-1,0x14,622,625
312,1,direct_actor,"Very well, Marcus.",15.LFL,15,98,-1,-1,0x14,721,724
313,1,direct_actor,"Dr. Schneider, you lead the way.",15.LFL,15,98,-1,-1,0x14,753,756
314,1,ego,This is the library.,15.LFL,15,98,-1,-1,0xD8,910,912
315,1,direct_actor,It looks more like a church.,15.LFL,15,98,-1,-1,0x14,1001,1004
316,3,direct_actor,You couldn't be more right.  It WAS a church during<CTRL1>the Crusades.,15.LFL,15,98,-1,-1,0x14,1034,1037
317,3,direct_actor,"Now, just before your father vanished he was muttering<CTRL1>something about Roman numerals.",15.LFL,15,98,-1,-1,0x14,1109,1112
318,3,direct_actor,He said he'd searched EVERYWHERE for them^<CTRL1>without success.,15.LFL,15,98,-1,-1,0x14,1109,1112
319,3,direct_actor,The library should be closing soon.,15.LFL,15,98,-1,-1,0x14,1274,1277
320,3,direct_actor,I'll make sure we won't be bothered.<CTRL1>Then we can take a look around.,15.LFL,15,98,-1,-1,0x14,1274,1277
321,3,direct_actor,"Excuse me, sir.",15.LFL,15,98,-1,-1,0x14,1402,1405
322,3,direct_actor,PARDON ME.,15.LFL,15,98,-1,-1,0x14,1426,1429
323,3,direct_actor,HEY YOU!!!,15.LFL,15,98,-1,-1,0x14,1445,1448
324,1,direct_actor,"I doubt he'll be much trouble, Dr. Schneider.",15.LFL,15,98,-1,-1,0x14,1471,1474
325,3,direct_actor,Hmmph!,15.LFL,15,98,-1,-1,0x14,1526,1529
326,3,direct_actor,Dr. Jones!,15.LFL,15,124,-1,-1,0x14,136,139
327,3,direct_actor,I've been looking all over for you!,15.LFL,15,124,-1,-1,0x14,161,164
328,4,direct_actor,Indy!,15.LFL,15,124,-1,-1,0x14,227,230
329,1,ego,Marcus!,15.LFL,15,124,-1,-1,0xD8,245,247
330,4,direct_actor,I found out where your father is!,15.LFL,15,124,-1,-1,0x14,256,259
331,4,direct_actor,He's being held captive in the Brunwald Castle<CTRL1>on the Austrian-German border.,15.LFL,15,124,-1,-1,0x14,256,259
332,1,ego,Great!,15.LFL,15,124,-1,-1,0xD8,374,376
333,1,ego,And I found out where the Grail is!,15.LFL,15,124,-1,-1,0xD8,374,376
334,1,ego,It's in Iskenderun!,15.LFL,15,124,-1,-1,0xD8,374,376
335,4,direct_actor,Of course!  Iskenderun!,15.LFL,15,124,-1,-1,0x14,442,445
336,1,ego,"Uh, Marcus, why are you all wet?",15.LFL,15,124,-1,-1,0xD8,485,487
337,4,direct_actor,Don't ask!,15.LFL,15,124,-1,-1,0x14,539,542
338,1,ego,"OK, I'll rescue Dad!  You meet me in Iskenderun!",15.LFL,15,124,-1,-1,0xD8,556,558
339,4,direct_actor,Sure!,15.LFL,15,124,-1,-1,0x14,627,630
340,4,direct_actor,No trouble!,15.LFL,15,124,-1,-1,0x14,646,649
341,4,direct_actor,I'll be off now.,15.LFL,15,124,-1,-1,0x14,671,674
342,4,direct_actor,Uh^ <CTRL2>,15.LFL,15,124,-1,-1,0x14,733,736
343,4,direct_actor,where IS Iskenderun?,15.LFL,15,124,-1,-1,0x14,747,750
344,1,ego,It's already full.,15.LFL,15,127,-1,-1,0xD8,16,18
345,1,ego,Now the bottle is full of water.,15.LFL,15,127,-1,-1,0xD8,79,81
346,1,ego,I need something stronger than water to open it.,15.LFL,15,127,-1,-1,0xD8,133,135
347,1,ego,"It's in Italian. `These are sentimental books, but<CTRL1>nevertheless, they move me.  G. Galilei`",16.LFL,16,-1,214,-1,0xD8,30,32
348,1,ego,It says `Donated by Giorgio Lucasi`,16.LFL,16,-1,215,-1,0xD8,30,32
349,1,ego,It's an Italian proverb. `A library without bookshelves<CTRL1>is like a haphazard pile of books`,16.LFL,16,-1,216,-1,0xD8,30,32
350,1,ego,It says `Dedicated to my favorite little library from<CTRL1>a lover of fine literature - D. Alighieri`,16.LFL,16,-1,217,-1,0xD8,30,32
351,1,ego,Donated in honor of Count Spielbergeron de Amblino.,16.LFL,16,-1,218,-1,0xD8,30,32
352,1,ego,"It's in archaic Italian. `For a great library, even if<CTRL1>it is in a second-rate city.  Romulus and Remus`",16.LFL,16,-1,219,-1,0xD8,30,32
353,1,ego,It's called `Secrets of the Roman Catacombs`.,17.LFL,17,-1,239,-1,0xD8,98,100
354,1,ego,It's called `How to Fly a Biplane`.,17.LFL,17,-1,240,-1,0xD8,86,88
355,1,ego,"It's that book by Hitler, `Mein Kampf`.",17.LFL,17,-1,241,-1,0xD8,94,96
356,1,ego,It looks like a first edition.,17.LFL,17,-1,241,-1,0xD8,159,161
357,1,ego,"It's inscribed, `To a special fan.  Yours, Adolph`.",17.LFL,17,-1,241,-1,0xD8,195,197
358,1,ego,These books aren't very interesting.,17.LFL,17,-1,-1,-1,0xD8,92,94
359,1,ego,My father made me read these when I was a boy!,17.LFL,17,-1,-1,-1,0xD8,141,143
360,1,ego,These might be interesting if I wasn't in a hurry.,17.LFL,17,-1,-1,-1,0xD8,200,202
361,1,ego,Fascist propaganda!,17.LFL,17,-1,-1,-1,0xD8,263,265
362,1,ego,All about snakes?  I HATE snakes!,17.LFL,17,-1,-1,-1,0xD8,295,297
363,1,ego,Tales of the Ark of the Covenant and other outlandish<CTRL1>folk stories.,17.LFL,17,-1,-1,-1,0xD8,343,345
364,1,ego,Right.,17.LFL,17,-1,-1,-1,0xD8,430,432
365,1,ego,The basics of ballroom dancing.,17.LFL,17,-1,-1,-1,0xD8,450,452
366,1,ego,All about Caponian and Skolarian culture.,17.LFL,17,-1,-1,-1,0xD8,496,498
367,1,ego,A bunch of `How To^` books.,17.LFL,17,-1,-1,-1,0xD8,574,576
368,1,ego,Maps of Ancient Italy.  I could have fun in this section.,17.LFL,17,-1,-1,-1,0xD8,614,616
369,1,ego,The Complete Works of Famous Dictators.,17.LFL,17,-1,-1,-1,0xD8,684,686
370,1,ego,Now this looks interesting!,17.LFL,17,-1,-1,-1,0xD8,1,3
371,1,ego,"This looks familiar to me, kind of like a drawing<CTRL1>Dad made in a diary he kept.",18.LFL,18,-1,250,-1,0xD8,42,44
372,1,ego,It looks very familiar to me.,18.LFL,18,-1,250,-1,0xD8,129,131
373,1,ego,It looks JUST like the picture in the diary!,18.LFL,18,-1,250,-1,0xD8,171,173
374,1,ego,It looks very similar to the picture in the diary!,18.LFL,18,-1,250,-1,0xD8,221,223
375,1,ego,It's inscribed with these symbols: I IV VII.,18.LFL,18,-1,251,-1,0xD8,42,44
376,1,ego,There's an ancient carving:  V III IX.,18.LFL,18,-1,251,-1,0xD8,99,101
377,1,ego,Someone cut numbers into the stone:  II VIII I.,18.LFL,18,-1,251,-1,0xD8,150,152
378,1,ego,I see some numbers carved here:  VI II IV.,18.LFL,18,-1,251,-1,0xD8,210,212
379,1,ego,There's an ancient inscription:  III V IV.,18.LFL,18,-1,251,-1,0xD8,265,267
380,1,ego,Someone cut numbers into the stone:  II III IX.,18.LFL,18,-1,252,-1,0xD8,42,44
381,1,ego,It's inscribed with these symbols: VI VIII I.,18.LFL,18,-1,252,-1,0xD8,102,104
382,1,ego,There's an ancient carving:  V III IV.,18.LFL,18,-1,252,-1,0xD8,160,162
383,1,ego,There's an ancient inscription:  VII VI IV.,18.LFL,18,-1,252,-1,0xD8,211,213
384,1,ego,I see some numbers carved here:  IX II V.,18.LFL,18,-1,252,-1,0xD8,267,269
385,1,ego,Charming town.  I was particularly taken with a tradesman<CTRL1>I met.  W. Shakespeare,18.LFL,18,-1,262,-1,0xD8,37,39
386,1,ego,Great cooking section!  L. Borgia,18.LFL,18,-1,262,-1,0xD8,131,133
387,1,ego,The library staff apologizes for the defaced plaques in this<CTRL1>section.  The employee responsible has been terminated.,18.LFL,18,-1,262,-1,0xD8,177,179
388,1,ego,Why a duck?  G. Marx,18.LFL,18,-1,262,-1,0xD8,307,309
389,1,ego,"Ah, Venice.  Its library is fit for a king.  Marco<CTRL1>and Giuseppe Palmieri",18.LFL,18,-1,262,-1,0xD8,340,342
390,1,ego,I have a love for these books that transcends passion and<CTRL1>sexuality^ there's just no good word to describe it.  Plato,18.LFL,18,-1,263,-1,0xD8,37,39
391,1,ego,"Another proverb:  He who lives by the book, dies<CTRL1>in bed.",18.LFL,18,-1,263,-1,0xD8,168,170
392,1,ego,"An emphatic librarian said,<CTRL1>(line 1)",18.LFL,18,-1,263,-1,0xD8,238,240
393,1,ego,"You're supposed to be reading the books,<CTRL1>not the plaques.",18.LFL,18,-1,263,-1,0xD8,288,290
394,1,ego,The geography section is rounded out well.<CTRL1>C. Columbus.,18.LFL,18,-1,263,-1,0xD8,359,361
395,1,ego,Books like these are my cup of^ tea.  Socrates,18.LFL,18,-1,264,-1,0xD8,37,39
396,1,ego,"Empires come and go, but a good library is forever!<CTRL1>A. Ptoleous, head librarian, library of Alexandria",18.LFL,18,-1,264,-1,0xD8,96,98
397,1,ego,These inscriptions just make me see red<CTRL1>(line 2),18.LFL,18,-1,264,-1,0xD8,212,214
398,1,ego,"Superb library, but dull ceiling.  Mike Angelo",18.LFL,18,-1,264,-1,0xD8,274,276
399,1,ego,"The biology section is primitive now, but every day<CTRL1>it grows more fit.  C. Darwin",18.LFL,18,-1,264,-1,0xD8,333,335
400,1,ego,"Great selection of animal books here, particularly concerning<CTRL1>amphibians and avians.  Aristophanes",18.LFL,18,-1,265,-1,0xD8,37,39
401,1,ego,"I love the military books here, but they had the gall to<CTRL1>divide them into three parts.  J. Caesar",18.LFL,18,-1,265,-1,0xD8,149,151
402,1,ego,They are clear fabrication<CTRL1>(line 3),18.LFL,18,-1,265,-1,0xD8,260,262
403,1,ego,Could use more books on aviation and painting. Leo D. Vinci,18.LFL,18,-1,265,-1,0xD8,309,311
404,1,ego,"I'm happy to contribute to this wonderful library, but the<CTRL1>use of columns disturbs me.  S. Freud",18.LFL,18,-1,265,-1,0xD8,381,383
405,1,ego,This plaque intentionally left blank.,18.LFL,18,-1,266,-1,0xD8,37,39
406,1,ego,"Don't look now, but the librarians are plotting against you.<CTRL1>N. Machiavelli",18.LFL,18,-1,266,-1,0xD8,87,89
407,1,ego,and my deep indignation<CTRL1>(line 4),18.LFL,18,-1,266,-1,0xD8,176,178
408,1,ego,It's just capital how this building refuses to wither away.<CTRL1>K. Marx,18.LFL,18,-1,266,-1,0xD8,222,224
409,1,ego,Fabulous layout.  I love to start in one spot and work my<CTRL1>way around the entire library.  F. Magellan,18.LFL,18,-1,266,-1,0xD8,303,305
410,1,ego,"It is idyllic here, but everyone tells me to hush!<CTRL1>E. Caruso",18.LFL,18,-1,267,-1,0xD8,37,39
411,1,ego,Wonderful place to stop for a visit while travelling.<CTRL1>Could use more books on pachyderm care.  Hannibal,18.LFL,18,-1,267,-1,0xD8,111,113
412,1,ego,is just driving me out of my^ mind!<CTRL1>(line 5),18.LFL,18,-1,267,-1,0xD8,228,230
413,1,ego,Honk!  H. Marx,18.LFL,18,-1,267,-1,0xD8,286,288
414,1,ego,"I'd love to stay and support my local library, but I have<CTRL1>a craving for Chinese food today.  M. Polo",18.LFL,18,-1,267,-1,0xD8,313,315
415,1,ego,"Not much interesting about the lion, but that inscription<CTRL1>seems important.",18.LFL,18,-1,268,-1,0xD8,34,36
416,1,ego,I'll take this red cordon off first.,18.LFL,18,-1,-1,-1,0xD8,18,20
417,11,direct_actor,Not again!,18.LFL,18,-1,-1,-1,0x14,316,319
418,11,direct_actor,What was that noise?,18.LFL,18,-1,-1,-1,0x14,333,336
419,11,direct_actor,You there!  Don't move!,18.LFL,18,-1,-1,-1,0x14,367,370
420,1,ego,It feels loose - I might be able to pry it up.,18.LFL,18,-1,-1,-1,0xD8,14,16
421,1,ego,I don't think this is a good idea.,18.LFL,18,-1,-1,-1,0xD8,49,51
422,1,ego,"Even if there's something down there, I have no idea<CTRL1>which slab to break open.",18.LFL,18,-1,-1,-1,0xD8,49,51
423,1,ego,If only I had Dad's notes!,18.LFL,18,-1,-1,-1,0xD8,49,51
424,1,ego,I need to use a tool that provides some leverage.,18.LFL,18,-1,-1,-1,0xD8,215,217
425,1,ego,Dad searched for Roman numerals EVERYWHERE?!?!,18.LFL,18,-1,-1,-1,0xD8,58,60
426,1,ego,I'll just pull that up behind me when I leave.,19.LFL,19,-1,279,-1,0xD8,43,45
427,1,ego,"Somehow, I don't think that was the right slab.",19.LFL,19,-1,-1,-1,0xD8,32,34
428,11,direct_actor,You're coming with me!,19.LFL,19,53,-1,-1,0x14,61,64
429,11,direct_actor,This is your LAST chance!,19.LFL,19,53,-1,-1,0x14,97,100
430,11,direct_actor,"All right, you've had it!",19.LFL,19,53,-1,-1,0x14,136,139
431,10,direct_actor,HEY!  You weren't wearing that last time I saw you!,20.LFL,20,60,-1,-1,0x14,163,166
432,10,direct_actor,You must be the intruder!!!,20.LFL,20,60,-1,-1,0x14,163,166
433,-1,variable,HALT!  HALT!,20.LFL,20,64,-1,-1,0x94,19,23
434,1,ego,I have his stein.,20.LFL,20,120,-1,-1,0xD8,168,170
435,1,ego,I found <INT:16388> Marks on him!,20.LFL,20,120,-1,-1,0xD8,205,207
436,1,ego,Nothing on him.,20.LFL,20,120,-1,-1,0xD8,248,250
437,1,ego,Nothing seems to happen.,21.LFL,21,-1,316,-1,0xD8,62,64
438,1,ego,I think they're part of an alarm system.,21.LFL,21,-1,316,-1,0xD8,90,92
439,10,direct_actor,Going somewhere?,21.LFL,21,85,-1,-1,0x14,137,140
440,6,direct_actor,"Ah, Dr. Jones!",21.LFL,21,85,-1,-1,0x14,165,168
441,1,ego,Yes?  <CTRL2>,21.LFL,21,85,-1,-1,0xD8,197,199
442,255,direct_actor,Yes?,21.LFL,21,85,-1,-1,0x14,210,215
443,1,ego,This is for you.,21.LFL,21,85,-1,-1,0xD8,300,302
444,2,direct_actor,JUNIOR!,21.LFL,21,85,-1,-1,0x14,423,426
445,6,direct_actor,Your son may not have many brains^,21.LFL,21,85,-1,-1,0x14,448,451
446,6,direct_actor,but he certainly proved he has guts.,21.LFL,21,85,-1,-1,0x14,448,451
447,2,direct_actor,"Now what do we do, Junior?",21.LFL,21,85,-1,-1,0x14,695,698
448,1,ego,I don't know^  I'll think of something.,21.LFL,21,85,-1,-1,0xD8,726,728
449,6,direct_actor,You have an item I want.  I'm sure I can -<CTRL2>,21.LFL,21,104,-1,-1,0x14,16,19
450,6,direct_actor,persuade - <CTRL2>,21.LFL,21,104,-1,-1,0x14,68,71
451,6,direct_actor,<CTRL1>you to part with it.,21.LFL,21,104,-1,-1,0x14,90,93
452,6,direct_actor,"Save your breath, you'll need it.",21.LFL,21,104,-1,-1,0x14,306,309
453,6,direct_actor,The time for deals is past.,21.LFL,21,104,-1,-1,0x14,356,359
454,6,direct_actor,I'll have to teach you some manners.,21.LFL,21,104,-1,-1,0x14,400,403
455,6,direct_actor,Never mind!  We'll see about that!,21.LFL,21,104,-1,-1,0x14,515,518
456,1,ego,I believe this is what you're looking for.,21.LFL,21,104,-1,-1,0xD8,556,558
457,6,direct_actor,"Ah, the Grail Diary!  I'm glad you decided to cooperate.",21.LFL,21,104,-1,-1,0x14,652,655
458,6,direct_actor,That's not what I had in mind.,21.LFL,21,104,-1,-1,0x14,718,721
459,6,direct_actor,"Ah, the Grail Diary!",21.LFL,21,104,-1,-1,0x14,772,775
460,6,direct_actor,I'm sure the F\x81hrer will be very pleased to see this!,21.LFL,21,104,-1,-1,0x14,801,804
461,1,ego,There're about 30 Nazi soldiers out there!,22.LFL,22,-1,320,-1,0xD8,67,69
462,1,ego,We'd better find another way out of here.,22.LFL,22,-1,320,-1,0xD8,67,69
463,10,direct_actor,And who might you be?,22.LFL,22,76,-1,-1,0x14,16,19
464,10,direct_actor,Tapestries?,22.LFL,22,76,-1,-1,0x14,240,243
465,10,direct_actor,My nephew Otto in Salzburg?  Is something wrong?,22.LFL,22,76,-1,-1,0x14,268,271
466,10,direct_actor,"If you do not have an appointment, you will have to leave.",22.LFL,22,76,-1,-1,0x14,333,336
467,10,direct_actor,No one is admitted without special clearance.,22.LFL,22,76,-1,-1,0x14,333,336
468,1,direct_actor,Then allow me to give you some clearance.,22.LFL,22,76,-1,-1,0x14,443,446
469,10,direct_actor,"Yes, we have tapestries.  But if you're a<CTRL1>Scottish Lord, I'm a movie star.",22.LFL,22,76,-1,-1,0x14,654,657
470,1,direct_actor,Then you should have called in your stunt double.,22.LFL,22,76,-1,-1,0x14,734,737
471,10,direct_actor,Don't be silly.  That wouldn't even work in a<CTRL1>grade-B adventure film.,22.LFL,22,76,-1,-1,0x14,800,803
472,1,direct_actor,"Perhaps not, but this would.",22.LFL,22,76,-1,-1,0x14,875,878
473,10,direct_actor,"Just a minute, sir.  How can I be sure<CTRL1>that you actually know Otto?",22.LFL,22,76,-1,-1,0x14,1127,1130
474,10,direct_actor,"That Otto, he knows he shouldn't be driving.",22.LFL,22,76,-1,-1,0x14,1212,1215
475,10,direct_actor,"He has such trouble reaching the pedals,<CTRL1>being only four years old.",22.LFL,22,76,-1,-1,0x14,1212,1215
476,1,direct_actor,"Oh, err^ Darn!",22.LFL,22,76,-1,-1,0x14,1331,1334
477,10,direct_actor,His father?  Otto has seen an apparition?  My brother<CTRL1>passed away last year.,22.LFL,22,76,-1,-1,0x14,1362,1365
478,1,direct_actor,"Yes, but - I mean, he - Ahh!",22.LFL,22,76,-1,-1,0x14,1444,1447
479,10,direct_actor,I'm afraid I'll need more than your word.,22.LFL,22,76,-1,-1,0x14,1606,1609
480,1,direct_actor,I have nothing else to offer but my hand.,22.LFL,22,76,-1,-1,0x14,1652,1655
481,10,direct_actor,And how will you do that?,22.LFL,22,76,-1,-1,0x14,1710,1713
482,1,direct_actor,I know his name.  I know where his uncle works.  QED.,22.LFL,22,76,-1,-1,0x14,1740,1743
483,10,direct_actor,Oh.  Well^ I'd better get to him right away.,22.LFL,22,76,-1,-1,0x14,1798,1801
484,1,ego,Hello!,22.LFL,22,77,-1,-1,0xD8,70,72
485,1,ego,I guess the castle is falling apart.,23.LFL,23,-1,338,-1,0xD8,44,46
486,1,ego,"I can't, it's not that loose.",23.LFL,23,-1,338,-1,0xD8,84,86
487,1,ego,It's already pushed in.,23.LFL,23,-1,338,-1,0xD8,207,209
488,1,ego,I can't pull it out any farther.,23.LFL,23,-1,338,-1,0xD8,335,337
489,1,ego,It's not the kind of window that opens.,23.LFL,23,-1,321,-1,0xD8,42,44
490,1,ego,It's a stormy night out there!,23.LFL,23,-1,321,-1,0xD8,85,87
491,1,ego,It looks kind of ratty.,23.LFL,23,-1,324,-1,0xD8,43,45
492,1,ego,Dad wouldn't like it.,23.LFL,23,-1,324,-1,0xD8,73,75
493,1,ego,"I don't want it, and there's nothing behind it.",23.LFL,23,-1,324,-1,0xD8,99,101
494,1,ego,"There's a sheer drop outside, nothing to stand on.",23.LFL,23,-1,333,-1,0xD8,45,47
495,1,ego,This window hasn't been opened in centuries^ I can't budge it.,23.LFL,23,-1,333,-1,0xD8,99,101
496,1,ego,There's a ledge out there.,23.LFL,23,-1,334,-1,0xD8,45,47
497,1,ego,"No, I'll stay with my Dad.",23.LFL,23,-1,334,-1,0xD8,151,153
498,1,ego,It's full of ale.,23.LFL,23,-1,337,-1,0xD8,65,67
499,1,ego,Here.,23.LFL,23,-1,-1,-1,0xD8,33,35
500,1,ego,I have something for you.,23.LFL,23,-1,-1,-1,0xD8,46,48
501,1,ego,EXCUSE ME!,23.LFL,23,-1,-1,-1,0xD8,79,81
502,5,direct_actor,"Hey, thanks lots!",23.LFL,23,-1,-1,-1,0x14,177,180
503,5,direct_actor,It's empty!  I wanted some ale!,23.LFL,23,-1,-1,-1,0x14,217,220
504,5,direct_actor,"You're very generous, but even I have my limits!",23.LFL,23,-1,-1,-1,0x14,271,274
505,5,direct_actor,No thanks.  Don't want it.,23.LFL,23,-1,-1,-1,0x14,326,329
506,5,direct_actor,Hello (hic) my good friend.,23.LFL,23,108,-1,-1,0x14,16,19
507,5,direct_actor,Me?  Here?  Shay - why are any of ush<CTRL1>put here in thish life?,23.LFL,23,108,-1,-1,0x14,200,203
508,5,direct_actor,Auf Wiedersehn!,23.LFL,23,108,-1,-1,0x14,279,282
509,5,direct_actor,Terrible.  I've run out of ale.,23.LFL,23,108,-1,-1,0x14,311,314
510,5,direct_actor,I (hic) I'll show you who's drunk!,23.LFL,23,108,-1,-1,0x14,541,544
511,5,direct_actor,"Why, I^ I think^  I think I need another drink.",23.LFL,23,108,-1,-1,0x14,592,595
512,5,direct_actor,There are all sorts serving in this cashtle.,23.LFL,23,108,-1,-1,0x14,656,659
513,5,direct_actor,"In the kitchen, it's that way^",23.LFL,23,108,-1,-1,0x14,886,889
514,5,direct_actor,"^no, wait a moment, it's^",23.LFL,23,108,-1,-1,0x14,934,937
515,5,direct_actor,^it's shomewhere around here.,23.LFL,23,108,-1,-1,0x14,970,973
516,5,direct_actor,Shome loush took my drinking shtein!,23.LFL,23,108,-1,-1,0x14,1037,1040
517,5,direct_actor,"Thank you!  Here, take my beer shtein!",23.LFL,23,108,-1,-1,0x14,1099,1102
518,5,direct_actor,You're jush like the other prudes here.,23.LFL,23,108,-1,-1,0x14,1179,1182
519,5,direct_actor,"Except for Helmut, over by the stairs.",23.LFL,23,108,-1,-1,0x14,1179,1182
520,5,direct_actor,"Col. Vogel?  He's an absholute terror!  But remember,<CTRL1>you didn't (hic) hear that from me.",23.LFL,23,108,-1,-1,0x14,1434,1437
521,5,direct_actor,The big fellow on the third floor can be nashty<CTRL1>when he's shober.,23.LFL,23,108,-1,-1,0x14,1546,1549
522,5,direct_actor,And watch out for that text-book Nazi who minds the alarm.,23.LFL,23,108,-1,-1,0x14,1546,1549
523,5,direct_actor,"Don't be shilly, we're not at war - yet.  There are only<CTRL1>about a dozhen of us.",23.LFL,23,108,-1,-1,0x14,1689,1692
524,5,direct_actor,Shuit yourshelf.,23.LFL,23,108,-1,-1,0x14,1837,1840
525,10,direct_actor,HEY!  What are you doing sneaking through that window!,23.LFL,23,121,-1,-1,0x14,104,107
526,10,direct_actor,Hello again!,23.LFL,23,121,-1,-1,0x14,260,263
527,1,ego,It's an official Red Cross first aid kit.,24.LFL,24,-1,360,-1,0xD8,46,48
528,1,ego,I'll save it for when I need it.,24.LFL,24,-1,360,-1,0xD8,106,108
529,1,ego,I feel much better now.,24.LFL,24,-1,360,-1,0xD8,191,193
530,1,ego,It looks like a key to a door.,24.LFL,24,-1,359,-1,0xD8,51,53
531,1,ego,Whew!  I'm a long way from the ground!,24.LFL,24,-1,341,-1,0xD8,45,47
532,1,ego,This window doesn't open.,24.LFL,24,-1,341,-1,0xD8,87,89
533,1,ego,Look at all those Nazis down there!,24.LFL,24,-1,342,-1,0xD8,47,49
534,1,ego,I HATE those guys!,24.LFL,24,-1,342,-1,0xD8,47,49
535,1,ego,Hey!  There's Elsa across the way!,24.LFL,24,-1,344,-1,0xD8,48,50
536,1,ego,What's she doing with all those Nazis?,24.LFL,24,-1,344,-1,0xD8,48,50
537,1,ego,These windows don't open.,24.LFL,24,-1,344,-1,0xD8,128,130
538,1,ego,There isn't a door here.,24.LFL,24,-1,347,-1,0xD8,47,49
539,1,ego,Not much to look at.,24.LFL,24,-1,348,-1,0xD8,44,46
540,1,ego,This painting doesn't move.,24.LFL,24,-1,348,-1,0xD8,68,70
541,1,ego,`Dogs Playing Poker`.  Dad once bought a copy of this at a<CTRL1>flea market!,24.LFL,24,-1,349,-1,0xD8,44,46
542,1,ego,It's a closed chest.,24.LFL,24,-1,350,-1,0xD8,71,73
543,1,ego,Great!  There were <INT:53> Marks in there!,24.LFL,24,-1,350,-1,0xD8,133,135
544,1,ego,There's a uniform in here.  I'll take it.,24.LFL,24,-1,350,-1,0xD8,194,196
545,1,ego,Hmm.  14th Century Georgian Lucasian.,24.LFL,24,-1,351,-1,0xD8,38,40
546,1,ego,I'd better not.  It's obviously a valuable antique.,24.LFL,24,-1,351,-1,0xD8,79,81
547,1,ego,It's an officer's uniform that's way too small for me.,24.LFL,24,-1,357,-1,0xD8,52,54
548,1,ego,Wait!  <CTRL2>,24.LFL,24,-1,357,-1,0xD8,110,112
549,1,ego,There's something in the pocket!,24.LFL,24,-1,357,-1,0xD8,126,128
550,1,ego,It's a key!,24.LFL,24,-1,357,-1,0xD8,162,164
551,1,ego,I'll toss the uniform and keep the key instead.,24.LFL,24,-1,357,-1,0xD8,177,179
552,1,ego,It's a small brass key.,24.LFL,24,-1,357,-1,0xD8,259,261
553,1,ego,It's too small.,24.LFL,24,-1,357,-1,0xD8,295,297
554,1,ego,"It's in great shape.  Late 10th century, I'd say.",25.LFL,25,-1,365,-1,0xD8,52,54
